Year,KK_Title,KK_Text
1895,Әбдірахманның әйелі Мағышқа Абайдың айтқан жұбатуы,"Жылағанды тоқтатып, \nЫнсап қылсақ жарайды. \nҚоймасаң, қайғы ауыр боп,\nТұл бойыңа тарайды.\nҚызыл гүлің суалып,\nАқ көңілің анық қарайды. \nһәммә жанды ауылымен \nПатша құдай сынайды.\nБір сен емес, жылатқан \nСыңарын алып талайды. \nБәрімізді аясаң,\nТоқтау қылсаң ұнайды. \nҰмытқаның жарамас \nЖаратушы Құдайды.\nХалық билеген патшалар, \nУақыты жетсе, құлайды.\nДәл уақыты жеткенде, \nТалайдың гүлі қурайды.\nРасулдыалған бұл өлім \nКімнен жөнді сұрайды?\nҚандай адам бұлқынып,\nБұған көнбей тулайды?\nМен білемін, қайтейін,\nМұндай асыл тумайды.\nҚанша жылап налысаң,\nСонда да ерікке қоймайды. \nАлғысы келсе, дүниенің \nАйтқанына болмайды. \nОйласаңшы, Мағышым,\nКімнің гүлі солмайды?\nАртын тіле Құдайдан,\nБір қалыпты тұрмайды. \nҮсті-үстіне бастаса,\nСонда пенде оңбайды.\nЖылама, Мағыш, жылама, \nАлладан өлім тілеме!\nҚолдан ұшқан ақ сұңқар\nҚайтып келіп қонбайды. \n\nБір шешеден туғанда, \nБәрінен кетті тәуірім. \nКөтермеске амал жоқ, \nКөрдім дүние ауырын. \nАясаңшы, апырмау,\nӘке, шеше, бауырын! \nБойды жеңіп, тоқтау қып, \nСұрасаңшы ақырын! \nТоқтамады, тұрмады,\nКетті ортадан асылым. \nТәкаппар, зор көкіректі \nКөтере алмай басылдым. \nТиянағым, тұрлауым,\nЕнді кімге асылдым? \nОйламадым туғанды,\nБір өзіңе бас ұрдым. \nЖалғыз сенен айрылып, \nАртыңа қарап аһ ұрдым. \nОйламадым еш жанды, \nӨзіңе ердім оңаша. \nРахаттанып, мақтанып, \nҚылушы едім тамаша. \nШыны сорлы мен-дағы, \nМағыш байқап қараса."
1895,"Балалық өлді, білдің бе?","Балалық өлді, білдің бе?\nЖігіттікке келдің бе?\nЖігіттік өтті, көрдің бе? \nКәрілікке көндің бе?\nКім біледі, сен кәпір, \nБаяндыдан сөндің бе, \nБаянсызға төндің бе?\nӘлде, айланып, кім білер, \nБоталы түйе сықылды,\nҚорадан шықпай өлдің бе?"
1895,Кешегі Оспан ағасы,"Кешегі Оспан ағасы,\nКісінің малын жемепті.\nМал сұраған кісіге\nЖоқ, қайтемін демепті.\nҚуаты артық, ойы кең,\nЖұрттың бәрін шенепті.\nДосына — дәл жаз, жауға — аяз,\nАлысқанды денепті. \nАдалдық үшін алысып,\nЖегішке ақы төлетті.\nБас шайқаймын дегеннің\nБасына салды әлекті.\nҚадірі қалың, малы көп,\nҚылмаған кімге себепті?\nАлақолсыз мырза еді,\nКем-кетікті елепті.\nОны да алды бұл өлім,\nСабырлық қылсақ керек-ті."
1895,Кешегі өткен ер Әбіш,"Кешегі өткен ер Әбіш\nЕлден бір асқан ерек-ті. \nЖүрегі — жылы, бойы — құрыш, \nТуысы жаннан бөлек-ті.\nӨнері оның жұрт асқан,\nҒылымға көңілі зерек-ті.\nАямаған ғаріптен\nҚолдан келген көмекті.\nКісіге сідетжүктетпей, \nЕңбекпен тапқан қоректі.\nБіреудің қылған қарызын\nАйтқызбай артық төлепті.\nБоямасыз ақ көңіл,\nКірлетпей кетті жүректі.\nОйламаған өлімнен\nЖасқанамын демек-ті.\nТағдырға тәбділбола ма,\nСабырлық қылсақ керек-ті."
1895,Көз жұмғанша дүниеден,"Көз жұмғанша дүниеден \nИманын айтып кеткені-ай!\n«Бейсенбі ме бүгін?» деп,\nЖұмаға қарсы өткені-ай!\nЖер күңіреніп, жұрт шулап, \nАғайын түгел жеткені-ай! \nЖамиғат тоңбай, күн жылып, \nТәңірім рақым еткені-ай!\nИем қабыл алды-ау деп,\nКөңіліме қуат біткені-ай! \nҚуаттанып бақсам да,\nКүнәлі нәпсім түйтпеді-ай .\nАта тегің мұндағы –\nОрта жүздің ұлығы;\nАна тегің ондағы –\nӨзен судың тұнығы.\nЕкі асылдан қосылған \nСом алтынның сынығы.\nӨлгенше естен қалмайды \nӨзгеше біткен қылығы.\nҚызылбалақ қыранның \nБалапанын дерт алды.\nЖеміс ағаш, бәйтерек \nБалдырғанын өрт алды.\nАртына белгі тастамай, \nЖал-құйрығын келте алды. \nАғайынды тойғызбай,\nАз күн қоймай, ерте алды.\nКөп жасамай, көк орған, \nЖарасы үлкен жас өлім.\nКүн шалған жерді тез орған, \nКүншіл дүние қас өлім.\nАртына белгі қалдырмай,\nБауыры қатты тас өлім.\nЖыламайын десе де,\nШыдарлық па осы өлім?\nОрамды тілді ауыздым,\nАқылға жүйрік маңыздым.\nКөп жасамай тез кетіп,\nКөзімнің жасын ағыздың."
1895,Лай суға май бітпес қой өткенге,"Лай суға май бітпес қой өткенге, \nКүлеміз қасқыр жалап, дәметкенге.\nСол қасқырша алақтап түк таппадым, \nКөңілдің жайлауынан ел кеткен бе?\n\nБерген бе Тәңірім саған өзге туыс? \nҚыласың жер-жиһанды бір-ақ уыс. \nШарықтап шартараптан көңіл сорлы \nТаппаған бір тиянақ не еткен қуыс?\n\nКүні-түні ойымда бір-ақ Тәңірі,\nӨзіне құмар қылған оның әмірі.\nХалиққамахлұқ ақылы жете алмайды, \nОймен білген нәрсеміз бәрі — дәһрі.\n\nӨзгені ақыл ойға қондырады,\nБіле алмай бір Тәңіріні болдырады.\nТалып ұйықтап, көзіңді ашысымен, \nТалпынып тағы да ойлап зор қылады.\n\nКөңілге шек, шүбәлі ой алмаймын,\nСодан оны ойламай қоя алмаймын. \nАқылдың жетпегені арман емес,\nҚұмарсыз құр мүлгуге тоя алмаймын.\n\nМекен берген, халиқ қылған ол ләмәкән \nТүп иесін көксемей бола ма екен?\nЖәне оған қайтпақсың, оны ойламай, \nӨзге мақсат ақылға тола ма екен?\n\nӨмір жолы — тар соқпақ, бір иген жақ, \nИілтіп екі басын ұстаған Хақ.\nИмек жолда тыянақ, тегістік жоқ,\nҚұлап кетпе, тура шық, көзіңе бақ."
1895,"Махаббат, достық қылуға, кім де болса тең емес","Махаббат, достық қылуға\nКім де болса тең емес.\nҚазір дайын тұруға –\nБес күндік ғашық жөн емес.\n\nСүйіспек көңілім ойлайды \nЖанның бәрі — қатыбас. \nСүйісу тозбай тұрмайды, \nЕңбекке аз күн татымас."
1895,"Өлсе өлер табиғат, адам өлмес","Өлсе өлер табиғат, адам өлмес,\nОл бірақ қайтып келіп, ойнап-күлмес. \n«Мені» менен «менікінің» айрылғанын \n«Өлді» деп ат қойыпты өңкей білмес.\n\nКөп адам дүниеге бой алдырған,\nБой алдырып, аяғын көп шалдырған. \nӨлді деуге сыя ма, ойлаңдаршы, \nӨлмейтұғын артына сөз қалдырған?\n\nКім жүрер тіршілікке көңіл бермей, \nБақиқоймас фәнидіңмінін көрмей. \nМіні қайда екенін біле алмассың,\nТерең ойдың телміріп соңына ермей.\n\nДүниеге дос ақиретке бірдей болмас, \nЕкеуі тап бірдей боп орныға алмас. \nДүниеге ынтық, мәхшарғаамалсыздың \nИманын түгел деуге аузым бармас."
1895,Талай сөз бұдан бұрын көп айтқанмын,"Талай сөз бұдан бұрын көп айтқанмын,\nТүбін ойлап, уайым жеп айтқанмын. \nАқылдылар арланып ұялған соң,\nОйланып түзеле ме деп айтқанмын.\n\nҚазақтың өзге жұрттан сөзі ұзын,\nБірінің бірі шапшаң ұқпас сөзін.\nКөздің жасы, жүректің қаныменен \nЕрітуге болмайды ішкі мұзын.\n\nЖұртым-ай, шалқақтамай сөзге түсін, \nОйланшы, сыртын қойып, сөздің ішін. \nЫржаңдамай тыңдасаң нең кетеді,\nШығарған сөз емес қой әңгіме үшін.\n\nАдасып алаңдама, жол таба алмай,\nБерірек түзу жолға шық, қамалмай.\nНе ғылым жоқ немесе еңбек те жоқ,\nЕң болмаса кеттің ғой мал баға алмай."
1896,Адамның кейбір кездері,"Адамның кейбір кездері\nКөңілде алаң басылса; \nТәңірінің берген өнері \nКөк бұлттан ашылса.\n\nСылдырлап өңкей келісім \nТас бұлақтың суындай, \nКірлеген жүрек өз ішін \nТұра алмас әсте жуынбай.\n\nТәңірінің күні жарқырап, \nҰйқыдан көңіл ашар көз. \nҚуатты ойдан бас құрап, \nЕркеленіп шығар сөз.\n\nСонда ақын белін буынып, \nАлды-артына қаранар.\nДүние кірін жуынып,\nКөрініп ойға сөз салар.\n\nҚыранша қарап қырымға,\nМұң мен зарды қолға алар. \nКектеніп надан, зұлымға, \nШиыршық атар, толғанар.\n\nӘділет пен ақылға \nСынатып көрген-білгенін, \nБілдірер алыс, жақынға\nСолардың сөйле дегенін.\n\nЫзалы жүрек, долы қол,\nУлы сия, ащы тіл\nНе жазып кетсе, жайы сол, \nЖек көрсендер, өзің біл."
1896,Бір сұлу қыз тұрыпты хан қолында,"Бір сұлу қыз тұрыпты хан қолында,\nХан да жанын қияды қыз жолында. \nАлтын-күміс кигені, қамқа, торғын,\nКүтуші қыз-келіншек жүр соңында.\n\nДеген сөз: «Бұқа –буға, азбан — дуға»,\nХан қарық боп түсіп жүр айғай-шуға.\nЕтімді шал сипаған құрт жесін деп, \nЖартастан қыз құлапты терең суға.\n\nСән-салтанат жұбантпас жас жүректі,\nКім де болса тұрғысын көксемек-ті.\nМезгілі өткен дәуренді қуалаған \nНе қылсын бір қартайған қу сүйекті?\n\nКәрі, жас дәурені өзге тату емес,\nЕпке көнер ет-жүрек сату емес.\nКімде-кім үлкен болса екі мүшел,\nМал беріп алғанменен, қатын емес.\n\nЕсерлер жас қатынды тұтады екен,\nЖас қайғысын білдірмей жұтады екен. \nОртасында бұлардың махаббат жоқ,\nТұсап қойып қашырар бұқа ма екен?\n\nБай қартайса, малына берер шылбыр,\nМал өмірді жаңғыртпас, құдай ұрғыр. \nБіреудің қызын алып малға сатып,\nБаяғыны іздеген қандай құрғыр?\n\nҚатыным қалай демес ақсақал бай, \nСонымен дос боп жүрсің, япырым-ай!\nҚу қатының майысса, мәз боласың, \nШайтанның шәкіртінің қылығын-ай!\n\nҚартаң бай, қатты сақ бол, тілге көнсең, \nМүйіз шығар қатынның тіліне ерсең.\nТіпті оңбассың, өзіңе өзің мәз боп, \nДастарқанныңбайлығын мақтан көрсең.\n\nКінәсіз бәйбішемен болады араз,\nЖастың көңілі жылымас, ол өзіне аз,\nБіреуі — көк балдырған, бірі — қурай,\nБір жерге қосыла ма қыс пенен жаз?\n\nҮнем болмас құйрықты бұлаңдатқан, \nСауырына шапақтап, сүйіп жатқан.\nЕкі көңіл арасы — жылшылық жер,\nОны қайтіп қосады ол ант атқан?"
1896,Дүйсенқұлға,"Саудайы-ай , сауды алмадың-ау, сырқауды алып,\nБір пәлеге жолықтың шырқау барып.\nАла жаздай көгалды бір көрмедің,\nСары жұртқа қондың ба ірге аударып?"
1896,Көк ала бұлт сөгіліп,"Көк ала бұлт сөгіліп, \nКүн жауады кей шақта.\nӨне бойың егіліп,\nЖас ағады аулақта.\n\nЖауған күнмен жаңғырып, \nЖер көгеріп күш алар. \nАққан жасқа қаңғырып,\nБас ауырып, іш жанар."
1896,Көңіл құсы құйқылжыр шартарапқа,"Көңіл құсы құйқылжыр шартарапқа,\nАдам ойы түрленіп ауған шақта.\nСалған ән — көлеңкесі сол көңілдің, \nТактысынабилесін ол құлаққа.\n\nШырқап, қалқып, сорғалап, тамылжиды, \nЖүрек тербеп, оятар баста миды.\nБұл дүниенің ләззәті бәрі сонда,\nОйсыз құлақ ала алмас ондай сыйды.\n\nҰйықтап жатқан жүректі ән оятар,\nҮннің тәтті оралған мәні оятар.\nКейі зауық, кейі мұң, дертін қозғап,\nЖас балаша көңілді жақсы уатар.\n\nАдам аз мұны біліп ән саларлық, \nТыңдаушы да аз ол әннен бәһра аларлық. \nМұңмен шыққан, оралған тәтті күйге \nЖылы жүрек қайда бар қозғаларлық?\n\nКөбінесе ән басы келеді ащы,\n«Кел тыңда!» деп өзгеге болар басшы. \nКерім толғап, тауысар күңгір-күңгір.\nСол жеріне ойыңмен араласшы.\n\nӘннің де естісі бар, есері бар, \nТыңдаушының құлағын кесері бар. \nАқылдының сөзіндей ойлы күйді\nТыңдағанда, көңілдің өсері бар.\n\nБілімдіден аяман сөздің майын,\nАлты өлеңмен білдірдім әннің жайын.\nЕздің басы қаңғырсын, ердің көңілі \nЖаңғырсын деп ойладым айтқан сайын. \n\nКөкірегінде оты бар ойлы адамға\nБұл сөзімнің суреті тұрар дайын.\n\nӨмірдің алды — ыстық, арты — суық, \nАлды — ойын, арт жағы мұңға жуық. \nЖақсы әнді тыңдасаң ой көзіңмен, \nӨмір сәуле көрсетер судай тұнық.\n\nЖаманға «жар» деген-ақ ән көрінер, \nЖақсы ән білсе, айтуға кім ерінер? \nЖарамды әнді тыңдасаң, жаның еріп, \nЖабырқаған көңілің көтерілер."
1896,Күйісбайға,"Дұғай сәлем жазамын Күйісбайға, \nБермек болған айғырдың көзі қайда?\nКөзді көрсең — бересің, тайсаң — танып, \nАлдамшы атанғанның несі пайда?"
1896,Қатыны мен Масақбай,"Сырмақ қып астына\nБайының тоқымын,\nОтының басына\nТөрінің қоқымын\nБүксітіп, \nБықсытып,\nҚоқсытып келтірді. \nОсының бәрімен \nКөңілінде міні жоқ,\nЖүзінің нәрі мен \nБойының сыны жоқ.\nБүкшиіп,\nСексиіп,\nТүксиіп өлтірді.\n\nКүлкі боп көргенге, \nҚұрбыға қадірсіз.\nАс қылып бергенге \nШыдамас, сабырсыз.\nКелді, ойбай,\nСалды айғай,\nТүк қоймай боқтады. \nСөзінің жөні жоқ,\nАқылсыз томырық,\nҚатынның күні жоқ –\nҚамшы мен жұдырық. \nБарқылдап,\nТарқылдап,\nСалпылдап тоқтады."
1896,Малға достың мұңы жоқ малдан басқа,"Малға достың мұңы жоқ малдан басқа,\nАларында шара жоқ алдамасқа.\nТабысына табынып, қалтаң қағып, \nТойғанынан қалғанын берсе алашқа.\n\nМал жияды мақтанын білдірмекке,\nКөзге шұқып, малменен күйдірмекке.\nӨзі шошқа өзгені ит деп ойлар, \nСорпа-сумен, сүйекпен сүйдірмекке.\n\nАқылды деп, арлы деп, ақпейіл деп \nМақтамайды ешкімді бұл күнде көп.\nОсы күнде мал қайда, боқ ішінде,\nАлтын алсаң, береді боғынан жеп.\n\nОсыны оқып, ойлай бер, болсаң зерек. \nЕңбекті сат, ар сатып неге керек?\nҮш-ақ нәрсе — адамның қасиеті:\nЫстық қайрат, нұрлы ақыл, жылы жүрек."
1896,Разаққа,"Мына үйде отыр Разақ, \nЕлдің жөнін айтар ма,\nШақырып алып сұрасақ.\nҮлкен қожа — ортан қол,\nӨзгелері — аты жоқ пен шынашақ.\n\nСонда Абайдың немересі Әубәкір: — Омархан ағам ше? –дегенде:\n\nОны дағы байқармыз,\nБіраз ғанасынасақ."
1896,Рахымшалға,"Сұлу аттың көркі — жал, \nАдамзаттың көркі — мал.\nӨмір сүрген кісіге\nДәулет — қызық, бала — бал.\n\nБал болатын бала бар,\nБал болар ма Рахымшал?! \nБүйтіп берген балаңды,\nБерген Құдай, өзің ал!"
1896,Сағаттың шықылдағы емес ермек,"Сағаттың шықылдағы емес ермек,\nҺәмишәөмір өтпек — ол білдірмек.\nБір минут бір кісінің өміріне ұқсас,\nӨтті, өлді, тағдыр жоқ қайта келмек.\n\nСағаттың өзі — ұры шықылдаған,\nӨмірді білдірмеген, күнде ұрлаған.\nТиянақ жоқ, тұрлау жоқ, келді, кетті, \nҚайта айналмас, бұрылмас бұлдыр заман.\n\nӨткен өмір белгісі — осы сыбдыр,\nКөңілді күнде сындыр, әлде тындыр.\nАқыл анық байқаған қылығыңды,\nҚу шыққансып қағасың босқа бұлдыр.\n\nКүн жиылып ай болды, он екі ай — жыл, \nЖыл жиылып, қартайтып қылғаны — бұл. \nСүйенген, сенген дәурен жалған болса, \nЖалғаны жоқ бір, Тәңірім, кеңшілік қыл."
1896,Туғызған ата-ана жоқ,"Туғызған ата-ана жоқ,\nТуғызарлық бала жоқ. \nТуысқан-туған, құрбылас \nҚызығымен және жоқ.\n\nТулайын десе шара жоқ, \nТолықсып жүрер шама жоқ. \nҰйқы мен астан дәм кетіп, \nСақалда, шашта қара жоқ.\n\nБайбайшыл тартып, баға жоқ. \nЖастарға жаппас жала жоқ. \nЖат қораны күзеткен \nҚартаң шалда сана жоқ."
1897,Алла деген сөз жеңіл,"Алла деген сөз жеңіл,\nАллаға ауыз қол емес. \nЫнталы жүрек, шын көңіл, \nӨзгесі Хаққа жол емес.\n\nДүниенің барша қуаты \nӨнерге салар бар күшін. \nЖүректің ақыл суаты,\nМахаббат қылса Тәңірі үшін.\n\nАқылға сыймас ол Алла, \nТағрипқатілім қысқа, аһ!\nБарлығына шүбәсіз,\nНеге мәужүт ол куә. \n\nАқылмен хауасбарлығын \nБілмей-дүр, жүрек сезе-дүр. \nМүтәкәллимин, мантикин\nБекер босқа езе-дүр."
1897,Ғабидоллаға,"Жазғытұрым қылтиған бір жауқазын,\nҚайдан білсін өмірдің көбін-азын. \nБәйтеректі күндейді жетемін деп,\nЖылы күнге мас болып, көрсе жазын.\nКүз келген соң тамырын үсік шалып, \nБетегеге жете алмай болар жазым.\n\nМен дағы көп есіттім жастың назын,\nҚол жетпеске қол созар бар ма ылажың? \n«Боламынмен» жүргенде болат қайтып, \nЖалын сөніп, жас жүзін басады ажым."
1897,Ерекше естен кетпес қызық қайда?,"Ерекше естен кетпес қызық қайда?\nЖолығатын қыз қайда терең сайда? \nСұлулығын қояйын, мінезі артық, \nАқылды, асыл жүрек, сөзі майда.\n\nБұл өмірдің қызығы махаббатпен,\nКөрге кірсең үлгілі жақсы атақпен. \nАрттағыға сөзің мен ісің қалса,\nӨлсең де, өлмегенмен боласың тең.\n\nЖүректен ізі кетпес қызық көрсек, \nЖақсылықты аянбай жұртқа бөлсек, \nЖақынның да, жардың да, асықтың да –\nБәрінің де қызығын көріп білсек."
1897,Көк тұман — алдыңдағы келер заман,"Көк тұман — алдыңдағы келер заман,\nҮмітті сәуле етіп көз көп қадалған.\nКөп жылдар көп күнді айдап келе жатыр, \nСипат жоқ, сурет те жоқ, көзім талған.\n\nОл күндер — өткен күнмен бәрі бір бәс, \nКелер, кетер, артына із қалдырмас.\nСоның бірі — арнаулы таусыншақ күн, \nАрғысын бір-ақ Алла біледі рас.\n\nАқыл мен жан — мен өзім, тән — менікі, \n«Мені» мен «менікінің» мағынасы — екі. \n«Мен» өлмекке тағдыр жоқ әуел бастан, \n«Менікі» өлсе өлсін, оған бекі.\n\nШырақтар, ынталарың «менікінде»,\nТән құмарын іздейсің күні-түнде.\nӘділеттік, арлылық, махаббат пен –\nҮш жолдасың қабірден әрі өткенде.\n\nМалға сат, пайдаға сат қылығыңды,\nЫлайла ылай оймен тұнығыңды, —\nСонда өмірден алдамшы бола алмассың,\nОл білдірмей ұрламақ қызығыңды.\n\nАдам ғапылдүниені дер менікі,\nМенікі деп жүргеннің бәрі оныкі.\nТән қалып, мал да қалып, жан кеткенде, \nСоны, ойла, болады не сенікі.\n\nМазлұмғажаның ашып, ішің күйсін, \nХарекет қыл, пайдасы көпке тисін. \nКөптің қамын әуелден тәңірі ойлаған, \nМен сүйгенді сүйді деп иең сүйсін.\n\nКөптің бәрін көп деме, көп те бөлек, \nКөп ит жеңіп, көк итті күнде жемек. \nҒадәләт пен мархамат — көп азығы, \nҚайда көрсең, болып бақ соған көмек.\n\nӘркімнің мақсаты өз керегінде,\nБіле алмадым пысығын, зерегін де. \nСаяз жүзер сайқалдар ғапыл қалар, \nХақиқат та, дін дағы тереңінде."
1897,"Құлақтан кіріп, бойды алар","Құлақтан кіріп, бойды алар\nЖақсы ән мен тәтті күй.\nКөңілге түрлі ой салар,\nӘнді сүйсең, менше сүй.\n\nДүние ойдан шығады,\nӨзімді өзім ұмытып.\nКөңілім әнді ұғады,\nЖүрегім бойды жылытып.\n\nАңсаған шөлде су тапса,\nБас қоймай ма бастауға?\nБіреу түртсе, я қақса,\nБой тоқтамас жасқауға.\n\nБір күйгізіп, сүйгізіп,\nЕскі өмірді тіргізер.\nӨмір тонын кигізіп,\nЖоқты бар қып жүргізер.\n\nЕсіткендей болады \nҚұлағым ескі сыбырды.\nЕскі ойға көңілім толады,\nТірілтіп өткен құрғырды.\n\nІшіп, терең бойлаймын,\nӨткен күннің уларын.\nЖәне шын деп ойлаймын \nЖұрттың жалған шуларын.\n\nТағы сене бастаймын \nКүнде алдағыш қуларға.\nЕсім шығып қашпаймын,\nМен ішпеген у бар ма?"
1897,Құр айғай бақырған,"Құр айғай бақырған\nҚұлаққа ән бе екен? \nӨнерсіз шатылған \nКісіге сән бе екен?\n\nӨңкей надан антұрған, \nҚанша айтса, жан ба екен? \nБос жүріп құр қалған \nӨміріңе кән бе екен?"
1897,"Мен сәлем жазамын, қарағым, қалқама","Мен сәлем жазамын,\nҚарағым қалқама. \nҚайғыңнан азамын,\nБарушы айта ма?\n\nКүн бойы күтемін \nКелер деп хабарың. \nҚайғырмай не етемін,\nБізде жоқ назарың.\n\nКөңілге жұбаныш,\nСен едің базарым.\nСенсіз жоқ қуаныш,\nТозды енді ажарым."
1897,"Сенбе жұртқа, тұрса да қанша мақтап","Сенбе жұртқа, тұрса да қанша мақтап,\nӘуре етеді ішіне қулық сақтап.\nӨзіңе сен, өзіңді алып шығар,\nАқылың мен қайратың екі жақтап.\n\nӨзіңді сенгіштікпен әуре етпе,\nҚұмарпаз боп мақтанды қуып кетпе. \nЖұртпен бірге өзіңді қоса алдасып, \nСалпылдап сағым қуған бойыңа еп пе?\n\nҚайғы келсе қарсы тұр, құлай берме,\nҚызық келсе, қызықпа, оңғаққа ерме. \nЖүрегіңе сүңгі де, түбін көзде,\nСонан тапқан — шын асыл, тастай көрме."
1897,Соры қалың соққы жеген пышанамыз,"Соры қалың соққы жеген пышанамыз\nҚайтіп суып, жалғаннан күсе аламыз.\nҚұр дәрімен атқанға өлмейді екен,\nӨмірі мақтаншаққа нысанамыз."
1898,Ауру жүрек ақырын соғады жай,"Ауру жүрек ақырын соғады жай,\nШаршап қалған кеудемде тулай алмай. \nКейде ыстық қан басып кетеді оны, \nДөңбекшіген түнде де тыншыға алмай.\n\nҚараңғы саңырау қайғы ойды жеңген, \nЕркелік пен достықты ауыр көрген. \nАқылы жоқ, ары жоқ шуылдақты \nКүнде көріп, тұл бойы жиіркенген.\n\nТірілтіп өткен күнді, тағы шөлдеп,\nОсы күнді күн демес қарғап, міндеп. \nКейде тілеп бақ пенен тағы тыныштық, \nКейде қайғы, азапты тағы да іздеп.\n\nКейде ойлайды жылауға қайғы зарын, \nТынышсыз күнде ойлаған дерттің бәрін. \nКейде онысын жасырар жұрттан ұрлап, \nКетірер деп мазақтап беттің арын.\n\nАуру жүрек ақырын соғады жай,\nӨз дертін тығып ішке, ол білдіре алмай. \nКейде ыстық тағы да қан басады,\nКейде бір сәт тыншығар үн шығара алмай."
1898,Болды да партия,"Болды да партия, \nЕл іші жарылды.\nӘуремін мен тыя,\nДауың мен шарыңды.\n\nҚұрбыдай хош тұттым\nЖасың мен кәріңді. \nЖоқтамай, ұмыттым,\nАқыл мен нәріңді.\n\nОртаға көп салдым\nӨзімде барымды. \nЯпырым-ау, неңді алдым, \nСау қоймай арымды?\n\nОйымнан ой бөліп, \nҚозғадың тамырды.\nКөңілге тік келіп,\nКетірдің сабырды.\n\nОйым да — ақ, жарым да — ақ. \nКеңімді, тарымды\nҚарасам пайымдап,\nСөзің сол сарынды.\n\nӨсекке салмаңдар \nОйымды, жарымды. \nӨлшеуге алмаңдар,\nОйым бек тарылды.\n\nҰрыңнан асырдың \nСұм тілді қарыңды. \nЖасырдым, жасырдым,\nЕнді айттым зарымды."
1898,Есек,"Қырық-елу қос бір жерден\nҚайтқан екен керуендер.\nМал айдап барып әр елден \nСауда қылып жүргендер.\n\nАлтын артқан бір есек \nСоларменен келеді.\nОл жай жүрсе, жұрт та жай,\nОл желсе, жұрт желеді.\n\nТамам қостың байлары \nМаңайынан кетпейді.\nҚошемет қылып бәрлері \nШомын да жөндеп ерттейді.\n\nОртаға алып әлгіні \nБәрі бірдей сыйлайды,\nБірі сүйіп құлақтан,\nБірі жүнін сыйпайды.\n\nСылап-сыйпап, қадірлеп, \nБеретұғын жем де артық.\nЕсер шіркін есіріп,\nБолып алды тым тантық.\n\nКөш бойы жұрт қасында,\nӨзгеменен жұмыс жоқ.\nАтты теуіп, адамды \nТістесе дағы сөгіс жоқ.\n\n«Құдай аман сақта, — деп — \nЖарда, суда!» — бата алған. \nЕркелетіп ат қойып,\n«Жаппарқұл мырза» аталған.\n\nАлтын үсте жүргенде,\nСол қадірмен көп жүрген.\nӨз ойында көк есек \nӨзгеше тудым деп жүрген.\n\nАлтынды бір күн бай алды, \nЕсектен жұрт та түңілді.\n«Жаппарқұл» аты жоғалды, \nБоқ тасуға жегілді.\n\nҚарасаңшы бойыңа,\nҰзын құлақ қалпың ғой. \nЖұрт ергені соңыңа –\nҮстіндегі алтын ғой."
1898,Жаманбаланың баласы өлгенде,"Белгілі сөз: «өлді, өлді»,\nБелгісіз оның мекені.\nНе халатқа әурілді ,\nҚайда қандай екені."
1898,Жүректе қайрат болмаса,"Жүректе қайрат болмаса,\nҰйықтаған ойды кім түртпек? \nАқылға сәуле қонбаса, \nХайуанша жүріп күнелтпек.\n\nАспаса ақыл қайраттан,\nТереңге бармас, үстірттер.\nҚартыңның ойы шар тартқан \nӘдеті жеңіп күңгірттер.\n\nТән сүйгенін бермесе,\nЖан шыдамас жаны ашып.\nБере берсең бер десе,\nҮміт етер таласып.\n\nМалда да бар жан мен тән, \nАқыл, сезім болмаса. \nТіршіліктің несі сән,\nТереңге бет қоймаса?\n\nАтымды адам қойған соң, \nҚайтіп надан болайын?\nХалқым надан болған соң, \nҚайда барып оңайын?!"
1898,Күн артынан күн туар,"Күн артынан күн туар,\nБір күн дамыл еткізбес.\nОй артынан ой қуар,\nЖелге мінсең, жеткізбес."
1898,"Қалқам-ай, мен үндемей жүремін көп","Қалқам-ай, мен үндемей жүремін көп,\nОйлама отсыз, ойсыз, суық жан деп. \nЖүректегі жалынды көзден жас қып, \nАғызғаным болады ол неге сеп?\n\nАнтұрған ел жүзіне тік қараймын, \nСонымды сен сөгеді-ау деп ойлаймын. \nЖүрегімді кескілеп салып жүрген \nАрсыздарды досым деп неге аяймын?\n\nІшімде қайғым қалың, көз жасым кем, \nАдам жоқ, кімді дос деп мен шағушы ем? \nӘйел адам гүлмен тең, дымды сүймек, \nКөзінен жасы шықса, бойына ем.\n\nКөңіліңе дайын тұр ғой жайым менің, \nДұшпандығың қатайған шығар сенің.\nЕгер менің ішімді жарып көрсең, \nЖылауыңды ұмытып, шошыр едің."
1898,Қуаты оттай бұрқырап,"Қуаты оттай бұрқырап, \nУәзінгеөлшеп тізілген. \nЖаңбырлы жайдай сырқырап, \nКөк бұлттан үзілген.\nҚайран тіл, қайран сөз –\nНаданға қадірсіз.\n\nТәуекел мен батыр ой \nӨткір тілді найза етіп, \nСайысып-ақ бақты ғой, \nНеше түрлі айла етіп.\nОянбай, қайран жұрт, \nҰялмай қал жым-жырт!\n\nАқылмен ойлап білген сөз \nБойыңа жұқпас, сырғанар. \nЫнталы жүрек сезген сөз \nБар тамырды қуалар.\nӘн салар, жатқа алар, \nТүбінде құр қалар."
